agency,county,town,address,X,Y,O_ABC,Serve,fax,mail,name,data
社團法人中華兩岸養老產業發展協會附設新北市私立板橋海山社區長照機構,新北市,板橋區,新北市板橋區深丘里長安街253號1樓及2樓,121.4727859,25.01021385,B,日間照顧服務,02-89520151,haishan201410@gmail.com,黃明發,20220325 15:42:19
財團法人大漢溪教育基金會附設新北市私立土城永寧社區長照機構(土城永寧公共托老中心),新北市,土城區,新北市土城區大安里6鄰中央路三段130之5號及130之6號2樓,121.4344254,24.96593285,B,喘息服務,2268-5596,yndc5596@gmail.com,趙淵坤,20220302 09:41:02
新北市慈光身心障礙者公益服務協會(社照C),新北市,中和區,新北市中和區佳和里中山路二段2巷5弄4號1樓,121.5043564,25.00627136,C,巷弄長照站,02-89539960,aff10608@gmail.com,蔡明君,20220307 15:18:02
新北市汐止區鄉長社區發展協會(社照C),新北市,汐止區,新北市汐止區鄉長里長江街287-1號,121.6648254,25.08169174,C,巷弄長照站,0935-979-999,Paul0518@outlook.com,曾俊華,20230619 14:53:56
新北市私立尚杰居家長照機構,新北市,土城區,新北市土城區金城里金城路3段4號8樓,121.4644623,24.98584366,B,居家服務,0910-970815,ivy2506008@gmail.com,陳淑沛,20220302 09:42:27
新北市私立陽光居家長照機構,新北市,中和區,新北市中和區安樂路18-1號7樓,121.5118408,24.99211121,B,居家服務,0988-285-942,goodsunshinehealthcare@gmail.com,唐偉庭,20220609 14:19:37
新北市多元智能老幼暨兒童教育發展協會(社照C),新北市,中和區,新北市中和區福善里景平路736巷5弄2號,121.4975281,25.00336456,C,巷弄長照站,022-895-931,elite.everyday@gmail.com,李姿慧,20220502 16:57:27
新北市新店區北宜社區發展協會(社照C),新北市,新店區,新北市新店區青潭里北宜路二段11號,121.5478439,24.95199013,B,喘息服務,02-22173808,ny3808@yahoo.com.tw,林雯玲,20220314 10:10:29
新北市私立樂智居家長照機構,新北市,中和區,新北市中和區中正路1207號2樓之2,121.4800034,25.01013947,B,居家服務,02-22710871,aa5174aa@gmail.com,許雅婷,20220315 11:09:32
樂銓管理顧問股份有限公司附設新北市私立樂銓居家長照機構,新北市,三重區,新北市三重區正安里正義北路210號9樓,121.4962006,25.06752586,B,喘息服務,027-316-940,osirishsu@gmail.com,鄭寶蓮,20221230 14:59:22
鑫福居家物理治療所,新北市,新莊區,新北市新莊區幸福路2號9樓,121.4595566,25.04955482,B,專業照護服務,02-29968110,pt87530364@gmail.com,許佩暄,20230703 11:13:48
暖和有限公司附設新北市私立溫佳居家長照機構,新北市,板橋區,新北市板橋區館前西路6號13樓之9,121.4759369,25.01201248,B,居家服務,0910-200-968,nuanhuo168@gmail.com,江正文,20230524 08:21:24
財團法人台灣省私立健順養護中心附設新北市私立板橋頤安社區長照機構,新北市,板橋區,新北市板橋區五權里廣權路130號2樓,121.4655533,24.99307442,B,日間照顧服務,02-89533885,ch.daycare@msa.hinet.net,黃禎祥,20220222 10:07:30
新北市私立幸心綜合長照機構,新北市,新莊區,新北市新莊區文明里中正路55之1號1樓,121.4621429,25.03969383,B,喘息服務,0960-635-407,diana001123@gmail.com,謝幸潔,20230605 13:41:19
京安居家照護有限公司附設新北市私立京安居家長照機構,新北市,三峽區,新北市三峽區民生街152-2號2樓,121.3720474,24.93515778,B,居家服務,02-86720586,jingan86720586@gmail.com,林朋蓁,20230824 08:39:28
社團法人中華民國照顧服務員專業發展協會附設新北市私立照顧服務員居家式服務類長期照顧服務機構,新北市,土城區,新北市土城區青仁路22號1樓,121.4607697,24.97915268,A,個案管理服務,02-22651680,careworkertw@yahoo.com.tw,許婉菁,20220322 17:18:15
美樺股份有限公司附設新北市私立美樺居家長照機構,新北市,三重區,新北市三重區福德里成功路153號2樓之1,121.4866104,25.05241966,B,居家服務,029-742-133,meihua10911@gmail.com,穆秀芬,20220224 10:00:37
永康居家護理所,新北市,淡水區,新北市淡水區重建街186號1樓,121.440918,25.17420959,B,專業照護服務,02-26264077,yuying0225@yahoo.com.tw,鍾玉英,20220324 10:48:53
新北市淡水區中和里辦公處(社照C),新北市,淡水區,新北市淡水區中和里小中寮12-5號1樓,121.4861069,25.23176003,C,巷弄長照站,02-2801-3232,none@none,王文輝,20230628 15:18:07
社團法人愛福家協會附設新北市私立新莊愛活樂園社區長照機構,新北市,新莊區,新北市新莊區四維里四維路21號,121.4240112,25.02393723,B,喘息服務,02-22030616,rd01@ilive.org.tw,涂林德媛,20220330 15:55:37
青華家鏈照股份有限公司附設新北市私立青華樂活居家長照機構,新北市,永和區,新北市永和區永和路二段233號5樓508室,121.5154648,25.01417351,B,喘息服務,2233-1052,cloverjoe0910@gmail.com,林青榖,20221104 10:38:52
新北市私立家安居家長照機構,新北市,蘆洲區,新北市蘆洲區正義里光榮路101巷52-1號1樓,121.463356,25.09094048,B,喘息服務,028-489-106,giaan601204@gmail.com,陳月美,20230512 09:46:13
新北市板橋溪崑關懷慈善會(崑崙)(社照C),新北市,板橋區,新北市板橋區篤行路二段131巷17號,121.4316177,24.99046326,C,巷弄長照站,0989-001823,ben1040@kimo.com,陳淑美,20230630 14:15:24
社團法人台灣享福銀髮協會,新北市,板橋區,新北市板橋區華翠里莒光路133巷38-2號,121.4723816,25.02474976,B,交通接送服務,02-66131419,chefu1314@gmail.com,賴仲騰,20220315 09:47:38
新北市私立馨樂居家長照機構,新北市,鶯歌區,新北市鶯歌區陽明街16號4樓,121.3404312,24.95681,B,居家服務,0952-730-119,bbgin2002@yahoo.com.tw,林雅慧,20220919 09:13:15
新北市大社后愛心關懷協會(北極壇)(社照C),新北市,板橋區,新北市板橋區社後里中正路80巷5號1樓,121.4570541,25.01464462,C,巷弄長照站,0980-379-616,091286876liu@gmail.com,趙孟杉,20230630 14:53:40
謝坤川診所,新北市,板橋區,新北市板橋區陽明街10號,121.4666519,25.02175331,B,居家失能個案家庭醫師照護服務,02-22562949,vision2195@gmail.com,謝坤川,20220315 16:37:33
達特窩可居家物理治療所,新北市,三峽區,新北市三峽區介壽路一段276巷108弄1號,121.3798752,24.92776108,B,專業照護服務,02-26748522,drwalk4u@gmail.com,賴維澤,20230221 09:45:43
金大心股份有限公司附設新北市私立金大心綜合長照機構,新北市,樹林區,新北市樹林區東昇里大安路577號1至2樓,121.4120102,24.98347473,B,居家服務,0976-324-847,jindaxin577@gmail.com,吳秉珊,20220318 11:51:15
北醫大管理顧問股份有限公司附設新北市私立?禾居家長照機構,新北市,中和區,新北市中和區景新街347號9樓之9,121.5120544,24.99098015,B,喘息服務,0983-529-442,chyouchiou32@gmail.com,吳麥斯,20220222 14:26:36
新北市私立永康居家長照機構,新北市,淡水區,新北市淡水區重建街186號1樓,121.440918,25.17420959,B,喘息服務,026-264-077,god0978387562@gmail.com,鍾玉英,20230714 08:17:22
愛佳生活居家護理所,新北市,樹林區,新北市樹林區圳福里千歲街61巷12弄28號1樓,121.426857,24.99879456,B,喘息服務,02-26819997,gospel0988390191@gmail.com,蔡嘉恩,20220816 08:49:32
新北市中和區莒西社區發展協會(社照C),新北市,中和區,新北市中和區自強里莒光路200號之3,121.472023,24.99889946,C,巷弄長照站,029-576-662,Se13934@gmail.com,黃秀琴,20220502 16:55:32
耀生長期照顧服務股份有限公司附設新北市私立耀生居家長照機構,新北市,永和區,新北市永和區永和路二段147號11樓,121.5150757,25.01267815,B,居家服務,2393-2500#14,leaplife@leaplife.com.tw,黃偉嘉,20230112 09:41:22
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構,新北市,蘆洲區,新北市蘆洲區正義里長樂路125號,121.4618912,25.08773994,B,喘息服務,(02)2289-1198#108,ltc001445@tzuchi.org.tw,釋證嚴,20220303 10:12:28
佳醫護理之家,新北市,汐止區,新北市汐止區茄苳路296號1-6樓,121.673027,25.06704903,B,喘息服務,02-86486672,ying.jinn@gmail.com,謝政賢,20221229 22:17:06
財團法人老五老基金會附設新北市私立石碇楓子林社區長照機構(石碇楓子林公共托老中心),新北市,石碇區,新北市石碇區豐林里楓子林32-1號2-3樓,121.6423111,25.01013565,B,日間照顧服務,(02)2663-2885,hanneh@ofo.org.tw,陳麗欣,20220317 17:00:56
新北市政府社會局委託財團法人伊甸社會福利基金會辦理新莊頭前庄社區長照機構(新莊頭前庄障礙者日間照顧中心),新北市,新莊區,新北市新莊區幸福東路7號4樓,121.4669952,25.04914856,B,日間照顧服務,029-988-020,eden9110@eden.org.tw,羅紀?,20220221 16:33:12
社團法人善安心理健康協會(社照C),新北市,林口區,新北市林口區西林里竹林路80-1號,121.3882523,25.07864761,C,巷弄長照站,0930-008906,084007@mail.hwu.edutw,劉語婕,20220503 09:06:28
新北市私立宜真宜樂社區長照機構,新北市,新莊區,新北市新莊區中原里中原路253巷2弄2號1樓及4號1樓,121.4487915,25.05405808,B,喘息服務,029-901-830,kittyhome3850@gmail.com,江學真,20220331 15:01:12
新北市福齡松青會(社照C),新北市,三重區,新北市三重區民生里大同北路186號B1,121.4907074,25.06629562,C,巷弄長照站,2983-5938,cherichsiao@gmail.com,林哲夫,20230530 18:40:26
新北市石碇區烏塗社區發展協會(社照C),新北市,石碇區,新北市石碇區烏塗里烏塗窟20之1號,121.6567078,24.97498894,C,巷弄長照站,0921-691-968,A123@GMAIL.COM,許賜福,20220503 08:17:14
新北市泰山區衛生所,新北市,泰山區,新北市泰山區全興路212號3樓,121.4336548,25.05613136,B,居家失能個案家庭醫師照護服務,2909-9921,AG3660@ntpc.gov.tw,簡佳怡,20220321 14:37:23
微笑關懷健康有限公司附設新北市私立馨悅居家長照機構,新北市,永和區,新北市永和區福和路309巷20弄9號1樓,121.5146103,25.01098061,B,喘息服務,02-7755-1299,smilecarehealth@gmail.com,劉家豪,20220329 11:18:58
健心復健科診所,新北市,板橋區,新北市板橋區重慶路201號,121.4629364,25.00172424,B,居家失能個案家庭醫師照護服務,02-8961-2888,ava410421@gmail.com,馮健飛,20220323 12:02:52
同佳有限公司附設新北市私立同佳居家長照機構,新北市,板橋區,新北市板橋區民族路180號2樓,121.4677353,25.00766945,B,居家服務,0908-691-601,tongjiawecare@gmail.com,陳素貞,20220719 08:07:43
新北市私立至傑護理之家,新北市,板橋區,新北市板橋區和平路14巷9號1-2樓、9之1號1樓,121.4615173,24.99287415,B,喘息服務,02-89641787,a1952000@yahoo.com.tw,黃惠珍,20220303 08:52:15
千歲小兒科診所,新北市,樹林區,新北市樹林區千歲街47號1樓,121.4254074,24.99638748,B,居家失能個案家庭醫師照護服務,086-871-390,osm560601@gmail.com,歐淑美,20230502 16:41:54
美事居家長照有限公司附設新北市私立美事居家長照機構,新北市,蘆洲區,新北市蘆洲區永康里永安南路二段328巷17弄8號1樓,121.4562531,25.08401871,B,喘息服務,8286-0162,meishih11003@gmail.com,陳庭宇,20220222 10:31:32
中華躍樂齡創新服務發展協會(社照C),新北市,三重區,新北市三重區集美街75巷27號1樓,120.5379166,24.0913724,C,巷弄長照站,0287-733-752,yjhomecare6809@gmail.com,施福忠,20230530 19:08:39
博思診所,新北市,林口區,新北市林口區中正路20號1樓,121.3960571,25.07753181,B,居家失能個案家庭醫師照護服務,02-26015666,breathclinic2020@gmail.com,莊淇源,20220321 14:36:12
新北市私立幸福家園老人長期照顧中心(養護型),新北市,汐止區,新北市汐止區興福里福德路38號12樓,121.6363831,25.06732941,B,喘息服務,02-26924325,goodhomeland789@gmail.com,李倩穎,20221229 20:53:06
金大心股份有限公司附設新北市私立金大心綜合長照機構,新北市,樹林區,新北市樹林區東昇里大安路577號1至2樓,121.4120102,24.98347473,B,日間照顧服務,0976-324-847,jindaxin577@gmail.com,吳秉珊,20220318 11:51:44
長樂健康事業有限公司附設新北市私立長樂居家長照機構,新北市,樹林區,新北市樹林區大有路63號1樓,121.3634796,24.93818283,B,喘息服務,02-77527659,clltcserv@gmail.com,張美琳,20220615 10:39:24
華特藥局,新北市,泰山區,新北市泰山區明志路一段260號,121.4320908,25.06052399,B,專業照護服務,(02)29095662,a499012630@gmail.com,劉宗錡,20220401 10:56:32
私立再生護理之家,新北市,新店區,新北市新店區寶高路6號1樓、2樓、2樓之1、3樓、3樓之1、4樓、4樓之1,121.5505142,24.97827148,B,喘息服務,02-29150111,jiaoben29150111@gmail.com,張雅惇,20220208 14:46:58
社團法人中華長照協會附設新北市私立永樂居家式服務類長期照顧服務機構(社照C),新北市,永和區,新北市永和區文化里文化路155號,121.5028076,25.06678772,B,居家服務,02-29280005,chxclc002@gmail.com,金浩鑫,20210114 10:47:55
新北市私立禾安居家長照機構,新北市,板橋區,新北市板橋區柏翠里華江一路578號8樓,121.4735794,25.03540993,B,喘息服務,2950-6287,heanservice@gmail.com,黃朝偉,20220301 16:02:29
新北市疼厝邊關懷協會(社照C),新北市,新莊區,新北市新莊區興漢里武前街27號,121.4503555,25.03274345,C,巷弄長照站,029-928-506,sjpct.mail@msa.hinet.net,柯賢仁,20230531 19:10:26
晏康股份有限公司附設新北市私立晏康居家長照機構,新北市,土城區,新北市土城區頂福里中央路四段127號12樓之1,121.4162445,24.95744514,B,居家服務,2267-2247,Leepeggy1229@yahoo.com.tw,李佩芡,20220315 11:27:49
新北市私立維興居家長照機構,新北市,三重區,新北市三重區頂崁里中興北街17號1樓,121.4696808,25.04638481,B,喘息服務,029-954-245,hanya520@hotmail.com,邱大維,20220324 10:42:45
新北市私立迦蜜老人長期照顧中心(養護型),新北市,板橋區,新北市板橋區廣權路10號2、3樓,121.4609375,24.99125862,B,喘息服務,029-511-181,caleb.sweet@msa.hinet.net,范新鷺,20220407 08:42:28
新北市貢寮區雙玉社區發展協會(社照C),新北市,貢寮區,新北市貢寮區雙玉里田寮洋街12-2號,121.9224777,25.02572632,C,巷弄長照站,0988-132-019,Kmchen119@gmail.com,吳戶東,20220503 10:18:43
新北市中和區錦盛里辦公處(社照C),新北市,中和區,新北市中和區錦盛里圓通路355巷37弄12號1樓,121.4955826,24.98883057,C,巷弄長照站,02-2247-3838,sule1088@yahoo.com.tw,劉德安,20220502 16:57:49
新北市私立新頤居家長照機構,新北市,蘆洲區,新北市蘆洲區仁愛街116號1樓,121.4697647,25.09519005,B,喘息服務,0955-867-597,sinyi2022168@gmail.com,陳美華,20221206 11:45:48
心悅居家長照有限公司附設新北市私立心悅居家長照機構,新北市,汐止區,新北市汐止區大同里大同路二段322巷8號1樓,121.6564713,25.0664444,B,喘息服務,02-86910047,XY162123@gmail.com,莊萱慈,20220207 10:18:26
天主教耕莘醫療財團法人永和耕莘醫院(社照C),新北市,永和區,新北市永和區永興里中興街80號,121.5177307,25.01187515,B,喘息服務,02-29286060,ltcabc.cthyh@gmail.com,趙嘉倫,20220322 17:14:55
社團法人中華民國新生活社會福利發展促進會(石門尖鹿站)(社照C),新北市,石門區,新北市石門區尖鹿里新北市石門區尖鹿里中山路68號,121.567894,25.29153061,C,巷弄長照站,0986-689-308,LKd0901@newlifesw.org.tw,蘇興李,20220503 10:16:07
新北市蘆洲區愛心關懷協會(永安站)(社照C),新北市,蘆洲區,新北市蘆洲區延平里永安南路二段134號,121.4625854,25.07858849,C,巷弄長照站,2281-1934,lov970@yahoo.com.tw,黃忠信,20220308 20:01:56
新北市蘆洲區仁復社區發展協會,新北市,蘆洲區,新北市蘆洲區仁復里中山二路36巷7號,121.4743271,25.08264351,C,巷弄長照站,8285-7595,yawen18180@gmail.com,吳世界,20230908 20:52:10
新北市私立文昌居家長照機構,新北市,樹林區,新北市樹林區中山路一段186-1號3樓,121.4215012,24.98862076,B,居家服務,02-2685-2328,2020wenchang@gmail.com,游沛蓁,20220126 15:17:11
黃志勳診所,新北市,五股區,新北市五股區成泰路二段69號1樓,121.4379578,25.08372116,B,居家失能個案家庭醫師照護服務,02-22910978,hwang100@ms2.hinet.net,黃志勳,20220321 14:35:26
新北市中和區秀義里辦公處(社照C),新北市,中和區,新北市中和區秀義里秀朗路三段66巷23號,121.5255585,24.99463081,C,巷弄長照站,0936-119-594,cargolf1168@yahoo.com.tw,張文亮,20230905 18:23:48
天主教耕莘醫療財團法人耕莘醫院(醫事C),新北市,烏來區,新北市烏來區烏來里溫泉街90、100、102號,121.5497284,24.86476326,C,巷弄長照站,(02)22193391分機67153,alicehua@gmail.com,林恒毅,20210527 10:43:33
新北市私立鴻祥老人長期照顧中心(養護型),新北市,板橋區,新北市板橋區四川路2段16巷9號8樓,121.4556198,24.99707222,B,喘息服務,089-675-401,hs20171101@gmail.com,陳柏安,20220126 15:48:43
新北市私立家安老人長期照顧中心(養護型),新北市,新莊區,新北市新莊區思源路117號(2層)、119號、119號2樓、121號2樓、123號2樓,121.4600677,25.04919624,B,喘息服務,02-8992-0125,jiaan102@gmail.com,王宇文,20220314 15:12:26
台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院八里區龍源里(醫事C),新北市,八里區,新北市八里區龍源里龍米路一段223-1號,121.4509277,25.13194656,C,巷弄長照站,02-28094661轉2160,love771005.b718@mmh.org.tw,廖麗華,20190828 18:52:16
恩耆股份有限公司附設新北市私立惠澤居家長照機構,新北市,板橋區,新北市板橋區新興里南雅南路一段3巷4號2樓,121.4563217,25.00624657,B,居家服務,(02)2272-0885,huize.hc@gmail.com,蕭乃彰,20220302 10:45:11
新北市私立寶喜悅居家長照機構,新北市,永和區,新北市永和區中山路一段336號6樓,121.5059967,25.00648689,B,居家服務,2926-1577,xiyuebao@gmail.com,劉其昌,20220926 09:45:56
新北市汐止區湖蓮里辦公處(社照C),新北市,汐止區,新北市汐止區湖蓮里湖前街110巷97弄24號B2(中餐廳大廳及才藝教室),121.6325684,25.07619095,C,巷弄長照站,(02)26909141,sunmoon8905@gmail.com,翁春娟,20230619 14:50:13
新北市三重區自強里辦公處(社照C),新北市,三重區,新北市三重區自強里正義北路256巷133號,121.4932404,25.06784248,C,巷弄長照站,02-2971-5209,j6rmp4u4571@gmail.com,王鴻賓,20230903 13:53:45
三和護理之家,新北市,三重區,新北市三重區三和路四段103之2號4、6、7樓,121.4868164,25.07678795,B,喘息服務,02-22872000,san22872000@yahoo.com.tw,朱麗雯,20220126 15:43:24
福鷺社會企業有限公司附設新北市私立希望城市社區長照機構,新北市,蘆洲區,新北市蘆洲區保新里三民路368-2號1樓,121.4645844,25.09054184,B,喘息服務,082-850-601,Fuluseltc@gmail.com,張凱智,20221005 16:34:27
新北市私立蕙心居家式服務類長期照顧服務機構,新北市,蘆洲區,新北市蘆洲區民權路174巷14號3樓,121.4724655,25.09048843,B,喘息服務,02-22885701,chang201141105@yahoo.com.tw,汪洋,20220222 10:26:09
裕康健康有限公司附設新北市私立裕康居家長照機構,新北市,永和區,新北市永和區福和路159號3樓301室,121.520401,25.00762367,B,居家服務,0939-365-286,joker840607@gmail.com,林哲宇,20230725 15:31:10
北台灣無障礙運輸產業工會,新北市,中和區,新北市中和區連勝街159號5樓,121.4942245,24.99655533,B,交通接送服務,02-77515349,mick9319@yahoo.com.tw,林垂穎,20230529 23:36:33
賀康居家有限公司附設新北市私立賀康居家長照機構,新北市,永和區,新北市永和區保福路一段9巷3號1樓,121.5127411,25.0079174,B,喘息服務,0986-360-980,thedog04236@gmail.com,許恬琪,20220617 16:17:07
清福醫院,新北市,三峽區,新北市三峽區介壽路一段286號2樓,121.3801804,24.92903328,A,個案管理服務,02-26739288,yuan19762@gmail.com,王炯琅,20220315 11:43:34
新北市三重區培德里辦公處(社照C),新北市,三重區,新北市三重區培德里忠孝路二段35號B1,121.4859695,25.07150841,C,巷弄長照站,0925-066-800,eve690131@yahoo.com.tw,盧姿貝,20230903 14:10:58
顧佳居家長照事業附設新北市私立顧佳居家長照機構,新北市,淡水區,新北市淡水區新民里新民街120巷21號2樓,121.4382553,25.17813873,B,居家服務,077-301-733,gujia77301733@gmail.com,謝佳芸,20220127 16:09:44
天賜藥局(醫事C),新北市,蘆洲區,新北市蘆洲區正義里5鄰長興路292號1樓,121.4604492,25.08941269,C,巷弄長照站,02-29856852,gb29856852@gmail.com,羅雅貞,20210525 19:07:54
新北市瑞芳區老人會(社照C),新北市,瑞芳區,新北市瑞芳區龍興里明燈路三段2號3樓,120.6926088,24.1760643,C,巷弄長照站,0919-989-822,av450414@yahoo.com,周翁美玲,20230619 12:00:03
新印象居家職能治療所,新北市,新店區,新北市新店區安德街85號2樓(B室),121.5095749,24.9609375,B,專業照護服務,0910-984-434,newhomeot@gmail.com,李昊,20220221 14:25:35
社團法人台灣新住民關懷協會(社照C),新北市,中和區,新北市中和區連城路361號2樓,121.4875565,24.99606514,C,巷弄長照站,026-648-575,tnia0510.l@gmail.com,韓岳紅,20220502 16:58:29
新北市全能銀色樂活關懷協會(社照C),新北市,新莊區,新北市新莊區民安里民安西路38巷19號,121.4267578,25.0205574,C,巷弄長照站,0968-215752,a818387@kimo.com,楊惠珠,20220503 09:39:39
暖和有限公司附設新北市私立溫佳居家長照機構,新北市,板橋區,新北市板橋區館前西路6號13樓之9,121.4759369,25.01201248,B,喘息服務,0910-200-968,nuanhuo168@gmail.com,江正文,20230524 08:21:31
新北市私立好家在居家長照機構,新北市,鶯歌區,新北市鶯歌區光復街74巷10號1樓,121.3517227,24.95657349,B,居家服務,02-26789186,Kenlin4work@gmail.com,林育民,20220719 08:04:27
新北市私立大心居家長照機構,新北市,樹林區,新北市樹林區南園里大義路238號1樓,121.3777924,24.94609451,A,個案管理服務,2680-8878,dasin.homecare@gmail.com,簡秀娟,20220321 15:28:13
新北市大社后愛心關懷協會(板橋民權站)(社照C),新北市,板橋區,新北市板橋區民權里民權路202巷9弄40號1樓,121.4595261,25.01615524,C,巷弄長照站,022-729-088,091286876liu@gmail.com,許金富,20230630 14:54:41
良興康健醫護管理顧問股份有限公司附設新北市私立板橋玩學樂園綜合長照機構,新北市,板橋區,新北市板橋區振興里中山路二段443巷75、77、79號4樓,121.4808273,25.02145576,B,喘息服務,2953-0678,manager@funcarehome.com,吳良生,20220627 15:37:48
新北市私立儒逸社區長照機構,新北市,蘆洲區,新北市蘆洲區長安街220巷7號1樓,121.4592361,25.08502769,B,家庭托顧服務,0986-420-221,lovejie28@gmail.com,伍宇婕,20230118 16:58:33
合力旺健康事業股份有限公司附設新北市私立合力旺居家長照機構,新北市,瑞芳區,新北市瑞芳區岳王路10之4號1樓,121.8074951,25.11092567,B,喘息服務,0928-807-717,meifen0529@gmail.com,陳雲裳,20230908 10:28:12
新北市私立愛迪樂居家長照機構(醫事C),新北市,林口區,新北市林口區西林里文化一路一段190巷6-2號,121.3797607,25.07444382,C,巷弄長照站,(02)2601-2377,chenjane1958@gmail.com,莊政修,20210526 16:38:41
社團法人新北市幸福種子全人關懷協會(社照C),新北市,中和區,新北市中和區錦中里錦和路388號2樓,121.490448,24.99058914,C,巷弄長照站,02-2244-2638,syangpeng@gmail.com,邱德茂,20220502 16:55:07
新北市私立樂智居家長照機構,新北市,中和區,新北市中和區中正路1207號2樓之2,121.4800034,25.01013947,B,喘息服務,02-22710871,aa5174aa@gmail.com,許雅婷,20220315 11:10:07
好家人健康長期照護事業有限公司附設新北市私立延吉居家長照機構(醫事C),新北市,土城區,新北市土城區廷寮里延吉街253巷20號1樓,121.4677734,24.98405647,C,巷弄長照站,2260-5685,Shan70226@gmail.com,吳家慧,20210526 17:54:26
新北市板橋溪崑關懷慈善會(溪福)(社照C),新北市,板橋區,新北市板橋區溪福里金門街366巷7號,121.4273148,24.98401451,C,巷弄長照站,0932-142503,ben1040@kimo.com,陳淑美,20230630 14:14:49
湖水綠簡單生活有限公司附設新北市私立中和連城社區長照機構,新北市,中和區,新北市中和區中正路689號1樓,121.4849396,24.9981041,B,日間照顧服務,02-2308-1211,ad3.inva@gmail.com,陳意春,20220412 15:26:10
家嘉藥局(醫事C),新北市,中和區,新北市中和區嘉新里6鄰員山路355號1樓,121.4811554,25.00192261,C,巷弄長照站,(02)8228-1388,camilla1018@gmail.com,張均儀,20210526 10:13:35
新北市雙溪區衛生所,新北市,雙溪區,新北市雙溪區新基里新基南街18號,121.8662567,25.03798866,B,交通接送服務,02-24931210#22,Ag9215@ntpc.gov.tw,吳一青,20220317 16:55:24
社團法人愛福家協會附設新北市私立新莊愛活樂園社區長照機構,新北市,新莊區,新北市新莊區四維里四維路21號,121.4240112,25.02393723,B,日間照顧服務,02-22030616,rd01@ilive.org.tw,涂林德媛,20220330 15:54:57
財團法人新北市基督徒蘆洲禮拜堂(社照C),新北市,蘆洲區,新北市蘆洲區仁德里三民路26巷71弄2號B1,121.478569,25.08347702,C,巷弄長照站,,davidchiu166@yahoo.com.tw,邱大信,20220503 10:04:20
齡活有限公司附設新北市私立齡活居家長照機構,新北市,板橋區,新北市板橋區香社里海山路19號1樓(103室),121.4542084,25.02016449,B,喘息服務,7751-8056,seniorlifeot@gmail.com,李劉素秋,20220406 16:01:14
新北市私立聯順居家式服務類長期照顧服務機構-漢生里巷弄長照站(醫事C),新北市,板橋區,新北市板橋區漢生里文化路一段45巷1弄1號,121.4603729,25.01370049,C,巷弄長照站,(02)29685077分機29,thnbuutzorg@gmail.com,汪秋蓉,20210525 17:08:55
財團法人伊甸社會服務基金會-鶯歌大湖公共托老中心(醫事C),新北市,鶯歌區,新北市鶯歌區中湖里大湖路338巷2號,121.3462448,24.97107506,C,巷弄長照站,2677-6759,eden7738@eden.org.tw,成亮,20210218 16:50:38
台灣福祉車租賃有限公司,新北市,新莊區,新北市新莊區新泰路502巷6號2樓,121.4427643,25.04631233,B,交通接送服務,02-77515349,pomelo93@gmail.com,林垂穎,20230529 23:27:09
財團法人新北市私立馨園老人養護中心,新北市,萬里區,新北市萬里區磺潭里公?崙23之1號,121.6274033,25.20622635,B,喘息服務,02-24989331,shinyuan24989331@gmail.com,應?煇,20220224 11:39:10
泰和診所,新北市,泰山區,新北市泰山區明志路二段62號1樓,121.4290237,25.0526886,B,居家失能個案家庭醫師照護服務,02-85315320,aaron.liou@msa.hinet.net,劉政文,20220420 16:35:54
沃恩有限公司附設新北市私立耆樂居家長照機構,新北市,汐止區,新北市汐止區復興里新台五路一段79號7樓B室,121.645874,25.06172752,B,喘息服務,02-86983877,w86983877@gmail.com,林顯寬,20220318 11:30:36
新北市私立慈和老人長期照顧中心(養護型),新北市,中和區,新北市中和區中正路909號2樓,121.4835205,25.00640106,B,喘息服務,022-212-393,a58mercy@gmail.com,宋燕凌,20230302 10:51:17
新北市私立寸草心居家長照機構,新北市,新店區,新北市新店區三民路63號2樓,121.535675,24.98297691,B,喘息服務,0970-005-126,ccxhomecare@gmail.com,黃閔,20220207 14:54:43
永愛居家長照有限公司附設新北市私立永愛居家長照機構,新北市,汐止區,新北市汐止區復興里新台五路一段159號14樓,121.6567841,25.06336784,B,喘息服務,02-26430199,999younai@gmail.com,王薏茹,20221229 21:34:28
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟三重社區長照機構,新北市,三重區,新北市三重區大有里中正北路472號1樓,121.4730072,25.07149124,B,喘息服務,29810310#113,sth00070@tzuchi.org.tw,釋證嚴,20220315 15:25:29
祥蕙護理之家,新北市,板橋區,新北市板橋區廣和街100號、100號2樓至5樓、102號,121.46241,24.99331474,B,喘息服務,02-29646585,shineway29646585@gmail.com,趙春香,20220301 16:22:00
沃恩有限公司附設新北市私立耆樂居家長照機構,新北市,汐止區,新北市汐止區復興里新台五路一段79號7樓B室,121.645874,25.06172752,B,居家服務,02-86983877,w86983877@gmail.com,林顯寬,20220318 11:30:45
新北市私立祐安老人長期照顧中心(養護型),新北市,三重區,新北市三重區自強路四段6、8號3樓,121.4902191,25.07863617,B,喘息服務,02-22866311,a004026x@yahoo.com.tw,黃鼎晉,20220322 10:26:03
